id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20977621,1 Zimmer,150950946,1468483539456274133,Rodriguez,Kreis 10,Höngg,47.40515,8.50098,Private room,0,1,81,2026-06-14,1.95,3,67,14,
20992774,Forrest side Apartment,151111609,1468484812805335913,Ruth,Kreis 10,Wipkingen,47.39507,8.52426,Entire home/apt,,50,2,2019-02-23,0.02,1,0,0,
21086485,Nice 2BD flat city center / near FIFA - Wille 3,23561865,1465274926504678242,Dimiter,Kreis 2,Enge,47.36376,8.53257,Entire home/apt,0,1,111,2026-06-07,1.05,145,6,37,
21109761,"Lovely apartment close to city Center, ETH & Uni",35801482,1465529176233922517,Sebastian,Kreis 7,Fluntern,47.37947,8.55399,Entire home/apt,,2,430,2026-06-20,4.07,1,197,67,
21170147,Charming and cozy apartment in Zurich Wipkingen,2582493,1462599302933871115,Maike Stern,Kreis 10,Wipkingen,47.39264,8.53402,Entire home/apt,,6,5,2023-12-31,0.05,1,0,0,
21235902,"Sunny, furbished business appartment",6556129,1462709435221240361,Martin,Kreis 3,Sihlfeld,47.37072,8.51771,Entire home/apt,,45,0,,,1,0,0,
21294062,Stadt Zürich-gemütliches Studio 4207,564859566,1698735279012732542,Apartments Zuerich,Kreis 4,Hard,47.3803,8.50703,Entire home/apt,0,1,293,2026-06-21,2.77,15,345,20,
21381593,"Bright, spacious room with large loggia",29950378,1465441286268448973,Maximilian,Kreis 9,Albisrieden,47.37183,8.4958,Private room,,4,31,2020-01-02,0.29,1,0,0,
21466718,Bright 1 BR flat (Parkview 1),23561865,1465274926504678242,Dimiter,Kreis 7,Hottingen,47.36626,8.55394,Entire home/apt,0,1,126,2026-06-03,1.20,145,122,8,
21468955,"STADTHAUS exklusiv & gemütlich, 5 Zimmer, 2 Gärten",3092677,1462618171728428716,Diego,Kreis 9,Altstetten,47.38403,8.49748,Entire home/apt,,4,6,2024-08-03,0.06,2,0,0,
21497605,GDN Apartment 4,3072679,1462617657070318243,Felix,Kreis 10,Wipkingen,47.39376,8.53007,Entire home/apt,,30,6,2020-04-05,0.06,5,364,0,
21542690,"Very beautiful, large apartment, free parking",40915235,1465608984069402786,Kathrin,Kreis 7,Witikon,47.35633,8.6062,Entire home/apt,0,3,196,2026-06-19,1.90,1,309,30,
21589639,Amazing 2BR near Lake - Flower 33,1314526,1462542542085520859,Giancarlo,Kreis 8,Mühlebach,47.36143,8.55135,Entire home/apt,0,2,27,2026-06-15,1.43,104,15,20,
21590306,Fantastic 3BR near Lake - Pabs 4,1314526,1462542542085520859,Giancarlo,Kreis 8,Mühlebach,47.36082,8.55276,Entire home/apt,0,2,5,2025-12-20,0.26,104,7,3,
21683562,Modern & Luminous Apt | Parking | Public Transport,95574776,1467151625096729976,Maximiliano,Kreis 3,Friesenberg,47.3663,8.50171,Entire home/apt,,30,0,,,1,81,0,
21760290,Amazing Central Studio - Crown 32,1314526,1462542542085520859,Giancarlo,Kreis 6,Unterstrass,47.38807,8.53739,Entire home/apt,,2,24,2026-01-02,1.28,104,233,18,
21760542,Spacious studio with balcony (Vineyard 71),1314526,1462542542085520859,Giancarlo,Kreis 6,Unterstrass,47.38035,8.54372,Entire home/apt,,2,63,2026-06-08,2.53,104,0,36,
21761038,2BR near lake (Flower 23),1314526,1462542542085520859,Giancarlo,Kreis 8,Seefeld,47.36065,8.55136,Entire home/apt,0,1,34,2026-06-04,2.00,104,17,22,
21764617,"Perfect location near the airport,transport outdor",68462821,1462787650332757370,Vincenzo,Kreis 11,Oerlikon,47.40726,8.55132,Private room,0,20,99,2020-10-31,0.95,1,365,0,
21823543,3 Room (2BR) Serviced Apartment Zurich city,34541936,1465507726438345467,Strahinja,Kreis 4,Hard,47.37853,8.51395,Entire home/apt,,1,441,2026-06-29,4.23,11,0,27,
21890929,Executive 1BD flat / city center (Hösch 4),23561865,1465274926504678242,Dimiter,Kreis 8,Seefeld,47.35733,8.55358,Entire home/apt,,2,120,2026-05-18,1.16,145,0,9,
22023471,Best area at the lake,13570663,1462586915939629182,Residence Services Apartments,Kreis 8,Mühlebach,47.34968393495061,8.56254923143869,Entire home/apt,0,2,109,2026-06-04,1.04,55,255,16,
22137695,2 room (1BR) Apartment Zurich City,34541936,1465507726438345467,Strahinja,Kreis 4,Hard,47.37843,8.5141,Entire home/apt,,1,564,2026-06-21,5.42,11,3,35,
22216757,Central Old Town with Rare Terrace & River Views,112060310,1467353572066099423,Ruxandra,Kreis 1,Rathaus,47.37566,8.54262,Entire home/apt,0,1,50,2026-06-17,4.95,1,117,50,
22261444,"Relax and enjoy ""Little big city Zürich"".",8061776,1462748163379360629,Salvia,Kreis 2,Wollishofen,47.33019,8.53608,Private room,,2,4,2023-07-24,0.04,3,0,0,
22323761,"Downtown Duplex Apartment (140m2), incl. Parking",1788253,1462578432107160277,Thierry,Kreis 4,Langstrasse,47.37455,8.52999,Entire home/apt,1,1,382,2026-05-30,3.69,4,196,17,
22364826,Your own apartment in Zurich center,3387193,1462627406803627054,Dorothea,Kreis 6,Oberstrass,47.37793,8.54704,Entire home/apt,0,1,530,2026-06-25,5.12,1,23,90,
22445392,1BR near lake (Joy),1314526,1462542542085520859,Giancarlo,Kreis 8,Seefeld,47.3558,8.55615,Entire home/apt,0,1,15,2026-05-16,0.15,104,51,9,
22566124,Schöne Dachwohnung in der Stadt Zürich,165835749,1468609165977568125,Larissa,Kreis 3,Sihlfeld,47.37134,8.52032,Private room,,365,10,2018-04-02,0.10,1,268,0,
22603157,Luxury Downtown Penthouse Duplex Apartment,1788253,1462578432107160277,Thierry,Kreis 4,Langstrasse,47.37455,8.52999,Entire home/apt,,1,56,2025-07-16,0.56,4,259,1,
22607990,Design Studio mit Balkon,58818657,1466704666219617003,Book A Home AG,Kreis 6,Unterstrass,47.38862228393555,8.54399299621582,Entire home/apt,0,7,11,2025-09-29,0.13,48,52,3,
22608055,Design Studio mit Balkon,58818657,1466704666219617003,Book A Home AG,Kreis 6,Oberstrass,47.382244405114754,8.547447681427007,Entire home/apt,0,7,2,2025-08-13,0.18,48,75,2,
22608164,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,0,7,0,,,48,87,0,
22608276,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,0,7,0,,,48,87,0,
22608468,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,,7,1,2026-05-27,0.86,48,87,1,
22608555,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,,7,6,2024-07-16,0.12,48,83,0,
22608635,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,0,7,0,,,48,87,0,
22608669,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,0,7,1,2020-01-16,0.01,48,87,0,
22608722,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.422874450683594,8.514734268188477,Entire home/apt,0,7,0,,,48,87,0,
22609744,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,0,7,0,,,48,87,0,
22609774,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,0,7,0,,,48,87,0,
22609828,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,0,7,1,2019-08-11,0.01,48,87,0,
22609860,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,0,7,1,2018-10-15,0.01,48,87,0,
22609894,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,0,7,5,2019-09-17,0.05,48,87,0,
22609939,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,0,7,0,,,48,87,0,
22609983,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,0,7,0,,,48,87,0,
22610019,"Comfortable Zurich Studio – Central, Workspace",58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,0,7,0,,,48,71,0,
22611779,Easy Two Bedroom Apartment,58818657,1466704666219617003,Book A Home AG,Kreis 11,Affoltern,47.422874450683594,8.514734268188477,Entire home/apt,0,7,6,2025-09-12,0.18,48,74,2,
22612724,Budget 2 Bedroom Apartment in central location,58818657,1466704666219617003,Book A Home AG,Kreis 11,Seebach,47.4202,8.54892,Entire home/apt,0,7,2,2024-07-11,0.02,48,87,0,
22612904,Budget 1 Bedroom Apartment in central location,58818657,1466704666219617003,Book A Home AG,Kreis 11,Seebach,47.4202,8.54892,Entire home/apt,0,7,1,2024-05-06,0.04,48,87,0,
22613030,Budget 1 Bedroom Apartment in central location,58818657,1466704666219617003,Book A Home AG,Kreis 11,Seebach,47.4202,8.549,Entire home/apt,0,7,2,2026-06-12,0.16,48,182,2,
22694368,White Riviera House: Luxury Penthouse & Lake View,1509492,1462547766642927685,Nina Alexandra,Kreis 2,Wollishofen,47.33783,8.5393,Entire home/apt,0,1,4,2026-01-01,0.16,3,364,1,
22756581,"Zurich - spacious, elegant & bright 3-Br/3-ba Apt.",2616961,1462602912846622004,Crista,Kreis 7,Hottingen,47.36785,8.55794,Entire home/apt,0,14,2,2023-05-17,0.02,1,163,0,
22768705,Black Tower Apartment,16252200,1462982251824693397,Alexander,Kreis 5,Escher Wyss,47.38849,8.52464,Entire home/apt,,2,12,2026-05-31,0.12,1,3,3,
23035346,New ! Luxury studio with spectacular views !,13570663,1462586915939629182,Residence Services Apartments,Kreis 1,Rathaus,47.37186,8.54224,Entire home/apt,0,2,175,2026-06-18,1.71,55,304,56,
23047265,Studio nahe Letzigrund und Albisriederplatz 4206,564859566,1698735279012732542,Apartments Zuerich,Kreis 4,Hard,47.38109,8.5059,Entire home/apt,0,1,197,2026-06-05,1.93,15,347,22,
23322898,Le Bijou Lintheschergasse / Zurich HB 1st floor,475053,1462519309454418320,James,Kreis 1,City,47.37682,8.53883,Entire home/apt,,1,141,2026-06-23,1.59,14,343,29,
23323768,Le Bijou Lintheschergasse / Zurich HB 3rd floor,475053,1462519309454418320,James,Kreis 1,City,47.37784,8.53784,Entire home/apt,,1,69,2026-06-02,0.76,14,358,15,
23324274,Le Bijou Lintheschergasse / Zurich HB 2nd floor,475053,1462519309454418320,James,Kreis 1,City,47.37761,8.53823,Entire home/apt,,1,66,2026-05-07,0.73,14,351,9,
23325594,Le Bijou Lintheschergasse / Zurich HB 4th floor,475053,1462519309454418320,James,Kreis 1,City,47.37727,8.53973,Entire home/apt,,1,108,2026-06-18,1.18,14,357,20,
23422713,Room Manesse 3,174690521,1468694627946840738,Michael,Kreis 3,Alt-Wiedikon,47.36691,8.52116,Private room,1,1,448,2026-06-23,4.41,3,314,57,
23424207,Room Manesse 1,174690521,1468694627946840738,Michael,Kreis 3,Alt-Wiedikon,47.36643,8.51944,Private room,1,1,366,2026-06-16,3.61,3,324,55,
23445727,Big Attic Apartment Zurich City,34541936,1465507726438345467,Strahinja,Kreis 4,Hard,47.37843,8.5141,Entire home/apt,,1,532,2026-06-19,5.26,11,1,47,
23477793,Stylish apartment in trendy Kreis 5,22424188,1463179404963940480,Natalia,Kreis 5,Gewerbeschule,47.38389,8.52853,Entire home/apt,,4,8,2023-04-15,0.08,1,0,0,
23492726,Cozy 2 room (1BR) Apartment in Zurich City,34541936,1465507726438345467,Strahinja,Kreis 4,Hard,47.379,8.51521,Entire home/apt,,1,477,2026-05-28,4.71,11,4,33,
23532672,THE FLAG Zurich - Business Apartment in Altstetten,175646878,1468702909837248846,Felix,Kreis 9,Altstetten,47.38737,8.49405,Private room,0,1,266,2026-05-17,2.87,8,332,4,
23666044,Apartment for rent 4 km from the main station,41145466,1465612159149265855,Rodrigo,Kreis 9,Albisrieden,47.37766,8.48344,Entire home/apt,0,4,1,2024-07-18,0.04,1,46,0,
23738232,Sunny and bright flat middle of Zürich,8635618,1462772446112366496,Ana Marija,Kreis 4,Werd,47.37072,8.52746,Entire home/apt,0,2,10,2024-09-13,0.10,1,211,0,
23833072,Cosy apartment + balcony in vibrant ZH Altstetten,2545062,1462598030925893507,Jean-Baptiste,Kreis 9,Altstetten,47.391,8.48807,Entire home/apt,0,2,2,2026-06-01,1.33,1,82,2,
23867310,3 ROOM (2BR) APARTMENT Zurich City,34541936,1465507726438345467,Strahinja,Kreis 4,Hard,47.37754,8.51455,Entire home/apt,,1,365,2026-06-28,3.63,11,4,23,
23868386,### LUXURY City-Apartment ###,71504709,1466884201804780355,Jens,Kreis 7,Hottingen,47.36746,8.5577,Entire home/apt,,2,141,2021-01-01,1.40,1,0,0,
23890113,Zurich chic loft perfect for business or leisure,179524544,1463072529389086282,Rachelle,Kreis 6,Unterstrass,47.40103,8.54434,Entire home/apt,,4,69,2025-09-30,0.69,1,266,1,
24054809,"CityStudio: Self-Check-in, zentral 4102",564859566,1698735279012732542,Apartments Zuerich,Kreis 3,Sihlfeld,47.37912,8.50647,Entire home/apt,0,1,325,2026-05-24,3.24,15,362,7,
24193619,"Zentrale, moderne Attikawohnung mit Dachterrrassen",142597918,1468407563208912719,Micaela,Kreis 11,Oerlikon,47.40875,8.54568,Entire home/apt,,4,20,2024-06-12,0.20,1,3,0,
24256245,Room in Kreis 3,8410320,1462565104019876993,André,Kreis 3,Alt-Wiedikon,47.3686,8.51094,Private room,0,7,5,2024-07-21,0.06,1,87,0,
24366384,"Erleben Sie Zürich, Apart. 03",84830246,1467023971865534936,Bandula,Kreis 4,Langstrasse,47.38221,8.52827,Entire home/apt,,1,94,2020-03-01,0.94,6,0,0,
24515415,"Zentral in der Limmatstadt Zürich,  Apart. 01",84830246,1467023971865534936,Bandula,Kreis 4,Langstrasse,47.38172,8.52865,Entire home/apt,,1,64,2020-10-02,0.65,6,0,0,
24566855,"Erlebe die Vielfalt von Zürich,  Apart. 04",84830246,1467023971865534936,Bandula,Kreis 5,Gewerbeschule,47.38363,8.52889,Entire home/apt,,1,70,2020-03-06,0.70,6,0,0,
24688807,Room 2 - Double room with balcony w shared b/k,40667302,1465605745221598258,Peter,Kreis 7,Fluntern,47.37957,8.56016,Private room,0,2,14,2025-06-10,0.14,14,124,0,
24744786,Very spacious studio with balcony (Parkview 2),23561865,1465274926504678242,Dimiter,Kreis 7,Hottingen,47.36611,8.55402,Entire home/apt,0,2,132,2026-06-17,1.35,145,99,14,
24768262,Comfort apartment in Zurich. Close to tram.,47315876,1465713303204422471,Jakub,Kreis 9,Albisrieden,47.36939,8.49282,Entire home/apt,,6,24,2022-09-26,0.24,1,0,0,
24787409,Room for 2 in Apartment near the lake.,17781166,1463028864618399697,Moeen,Kreis 2,Wollishofen,47.34081,8.52944,Private room,0,1,1,2018-09-16,0.01,1,179,0,
24802237,"bright,modern & spacious room in the heartofZürich",12150076,1462581352345532165,Debi,Kreis 7,Hirslanden,47.3642,8.55754,Private room,0,14,17,2026-02-20,0.18,1,88,1,
24878068,"Short-term apartment, two blocks from Lake Zurich",126275617,1468271404915571507,C,Kreis 8,Weinegg,47.36287,8.55725,Entire home/apt,,30,5,2021-07-27,0.08,1,0,0,
24878943,2.5 room perfectly located and fully equipped,1148352,1462538250867280421,Yilmaz,Kreis 10,Höngg,47.40411,8.48395,Entire home/apt,,21,5,2018-12-21,0.05,1,0,0,
24925488,Comfortable room in Zurich - Oerlikon,186399063,1468964550015841146,Josie,Kreis 11,Oerlikon,47.41257,8.54556,Private room,0,3,4,2019-09-06,0.04,2,362,0,
25072390,3 Room Flat in Zürich‘s top central location,163720139,1468592973204101421,Daniel,Kreis 7,Hirslanden,47.36388,8.55985,Entire home/apt,0,1,183,2026-06-24,2.09,1,251,29,
25182723,Stadt Zürich- gemütliches Zimmer (4),564859566,1698735279012732542,Apartments Zuerich,Kreis 9,Altstetten,47.38105,8.48223,Private room,0,11,28,2026-03-31,0.29,15,271,2,
25222128,"Geniessen Sie die Vielfalt von Zürich,  Apart. 02",84830246,1467023971865534936,Bandula,Kreis 5,Gewerbeschule,47.38206,8.52983,Entire home/apt,,2,3,2019-09-19,0.03,6,0,0,
25272988,Cosy furnished studio in Zurich Altstetten,7003536,1462721045923900705,Judy,Kreis 9,Altstetten,47.38319,8.48457,Entire home/apt,,15,37,2026-05-25,0.38,1,0,7,
25424250,Nice room. Close to Irchel Uni.,191920583,1468997568367295855,Henri,Kreis 6,Unterstrass,47.39394,8.54045,Private room,,3,19,2025-09-14,0.19,1,0,2,
25436446,"Cosy, beautiful room. Suitable for home office.",14673570,1462591173969132911,Paula,Kreis 9,Altstetten,47.3884,8.48232,Private room,0,2,65,2026-06-12,1.11,1,168,14,
25716104,"Zürich wartet auf Sie, Apart. 05",84830246,1467023971865534936,Bandula,Kreis 4,Langstrasse,47.38191,8.52821,Entire home/apt,,1,95,2020-03-17,0.97,6,0,0,
25878304,Cozy room in Zürich,193189750,1469005146517582753,Jelena,Kreis 3,Friesenberg,47.36876,8.50527,Private room,,1,47,2023-11-15,0.48,1,0,0,
25995484,"Romantic garden view, calm & stylish",9220328,1462568608509761260,Duri,Kreis 6,Oberstrass,47.391,8.5478,Entire home/apt,0,3,209,2026-06-14,2.13,3,242,18,
26006157,"Historic, calm & stylish",9220328,1462568608509761260,Duri,Kreis 6,Oberstrass,47.391,8.5478,Entire home/apt,0,3,167,2026-06-01,1.71,3,333,18,
26046317,Suite in Private Apartment near Zurich Bellevue,2769325,1462607745760511278,Simon,Kreis 8,Seefeld,47.35613,8.55407,Private room,,2,154,2024-09-04,1.58,1,0,0,
26142789,Best address in quiet area with great views (F/W1),13570663,1462586915939629182,Residence Services Apartments,Kreis 1,Lindenhof,47.37227,8.54094,Entire home/apt,0,2,64,2025-07-09,0.66,55,333,2,
26195945,"Zurich Old Town, Studio - exclusive",58977221,1462741480836595323,Trudi,Kreis 1,Rathaus,47.36939,8.54563,Private room,0,2,79,2026-01-27,0.82,2,265,2,
26223531,beautiful big Private room,197027500,1463134185115305453,Anouar,Kreis 7,Hirslanden,47.360641326451876,8.563391589214765,Private room,0,25,55,2026-06-01,0.56,1,31,3,
26414826,Central & cosy apartment in calm area,198265997,1463136657151989450,Mia,Kreis 7,Hottingen,47.36595,8.55036,Entire home/apt,0,3,5,2023-12-10,0.05,4,90,0,
26417842,Cosy & quiet studio in peaceful area,198265997,1463136657151989450,Mia,Kreis 7,Hottingen,47.36593,8.55072,Entire home/apt,0,2,6,2024-11-08,0.06,4,85,0,
26524803,Room 5 min from Oerlikon train station,178534905,1468726076589101660,Nana,Kreis 11,Affoltern,47.41633,8.5294,Private room,,1,30,2026-02-05,0.37,1,148,11,
26651254,Private bright room for August in Höngg,16890683,1462997381862126625,Francesco,Kreis 10,Höngg,47.40486,8.49168,Private room,,15,0,,,1,162,0,
26702871,newly renovated apartment in the heart of Zurich,12569223,1462890737226478931,Felix,Kreis 10,Wipkingen,47.39434,8.53226,Entire home/apt,,5,2,2025-07-27,0.13,1,0,1,
26703120,Stylish Apartment on restaurant street yet quiet,185739676,1468960712141540980,Chinedu Osben,Kreis 5,Gewerbeschule,47.3842,8.52824,Entire home/apt,,13,9,2021-06-05,0.11,1,0,0,
26703294,B&BVillaZurichberg,94601949,1462858300617449727,Judy,Kreis 7,Hottingen,47.37624,8.56742,Entire home/apt,,1,269,2026-05-30,2.78,6,347,6,
26812516,Cosy room in a loft with a terrace and own balcony,13365928,1462909528045433541,Maher,Kreis 2,Enge,47.36055,8.52684,Private room,,2,143,2026-06-01,1.50,3,54,20,
26954275,Cosy Zurich studio,11254267,1462860630720076040,Sabrina,Kreis 2,Enge,47.35972,8.5283,Entire home/apt,,2,14,2024-09-20,0.46,1,0,0,
26954506,"2 Room flat, nice and quiet with balcony",3708465,1462637599121617987,Jan,Kreis 3,Alt-Wiedikon,47.3646,8.51839,Entire home/apt,,30,5,2025-05-19,0.06,1,0,0,
27130790,"Lovely Family Apartment, 15min from Downtown!",10275115,1462836168677018306,Michael,Kreis 3,Sihlfeld,47.37073,8.5059,Entire home/apt,0,6,7,2025-10-18,0.08,1,109,3,
27144951,Brandnew studio-suite with balcony,13570663,1462586915939629182,Residence Services Apartments,Kreis 8,Seefeld,47.3574,8.55399,Entire home/apt,,2,175,2026-05-29,1.84,55,329,16,
27400610,Spacious Studio | City Area | Near Zurich HB,15038541,1462952751435789724,GEMINI Zurich Apartments,Kreis 4,Werd,47.3737149,8.5219012,Entire home/apt,0,1,516,2026-06-19,5.38,17,51,51,
27412907,2 room (1BR) flat Zurich City,34541936,1465507726438345467,Strahinja,Kreis 4,Hard,47.37955,8.51479,Entire home/apt,0,1,439,2026-06-21,4.56,11,4,39,
27497241,Beautiful Apartment in Zürich,6259816,1462701944755059595,Sebastian,Kreis 10,Wipkingen,47.39597,8.52329,Entire home/apt,0,1,24,2026-05-31,0.25,1,4,2,
27519163,"Neue moderne 2.5 Zimmer Wohnung, inkl. Parkplatz",80190516,1466977922785031477,Pascal,Kreis 11,Seebach,47.42487,8.54513,Entire home/apt,,4,7,2024-11-03,0.07,1,0,0,
27595070,"Studio Apartment ""Limmat 4"" in the heart of Zurich",12886487,1462897903332723581,Stephanies,Kreis 1,Rathaus,47.37432,8.54336,Entire home/apt,0,1,114,2026-06-26,1.33,99,320,17,
27596262,ZH Tiger - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.38478,8.4922,Entire home/apt,0,1,10,2025-08-08,0.11,99,329,1,
27596263,ZH Tiger I - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.38554,8.49315,Entire home/apt,,1,7,2025-04-22,0.08,99,285,0,
27596264,ZH Tiger II - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.38537,8.49383,Entire home/apt,0,1,2,2021-11-18,0.03,99,209,0,
27596266,ZH Jaguar - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.38505,8.49212,Entire home/apt,,1,12,2022-10-26,0.13,99,362,0,
27596267,ZH Tiger III - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.3861,8.49216,Entire home/apt,,1,4,2024-08-04,0.05,99,121,0,
27596269,ZH Jaguar I - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.38683,8.49384,Entire home/apt,,1,6,2025-08-03,0.14,99,303,2,
27596270,ZH Jaguar III - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.38504,8.49306,Entire home/apt,0,1,7,2026-05-03,0.09,99,309,2,
27596271,ZH Jaguar II - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.38487,8.49385,Entire home/apt,,1,10,2023-05-23,0.11,99,3,0,
27596273,ZH Lion - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.3863,8.49256,Entire home/apt,,1,21,2023-12-27,0.23,99,0,0,
27596274,ZH Lion I - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.38551,8.49346,Entire home/apt,,1,6,2024-01-05,0.07,99,181,0,
27596275,ZH Lion II - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.38516,8.49245,Entire home/apt,,1,0,,,99,0,0,
27596279,ZH Lion III - Altstetten HITrental Apartment,12886487,1462897903332723581,Stephanies,Kreis 9,Altstetten,47.38547,8.49205,Entire home/apt,0,1,3,2024-09-25,0.11,99,291,0,
27607825,"Centrally located, Spacious Modern Apartment",67017419,1462773291235833480,Himanshu And Vishvala,Kreis 10,Höngg,47.39916,8.50557,Entire home/apt,0,3,48,2026-01-01,0.50,1,185,1,
27655386,Villa Kunterbunt,208638787,1469088449331388818,Ursula,Kreis 11,Oerlikon,47.40755,8.53746,Private room,0,1,2,2024-07-10,0.04,1,270,0,
27833401,Cozy room with nice view & relax atmosphere,8053883,1462748002158900516,Marie,Kreis 7,Hirslanden,47.36021,8.56973,Private room,0,1,110,2026-05-30,1.15,1,79,12,
27841494,Zürich Wohnung,210237775,1469097002597709071,Karin,Kreis 9,Altstetten,47.38772,8.48646,Entire home/apt,0,2,12,2025-12-01,0.13,1,77,1,
27890435,Cheapest bed in Zürich,13161605,1462585304693693205,Jakub Henryk,Kreis 11,Affoltern,47.41319855079748,8.518040376836865,Entire home/apt,,1,50,2026-06-16,0.53,1,0,7,
27894926,Gästezimmer in Zürich Oerlikon,108241939,1467311562175513962,Olivier,Kreis 12,Saatlen,47.41465,8.56029,Private room,,1,25,2020-11-18,0.26,1,0,0,
27898567,Queenroom with Balcony&Lakeview,94601949,1462858300617449727,Judy,Kreis 7,Fluntern,47.37672,8.56673,Private room,0,1,49,2026-05-28,0.51,6,82,6,
27913090,make yourself at home in the middle of Zürich,74862421,1466921012863084473,Sabrina,Kreis 5,Gewerbeschule,47.38495,8.52821,Entire home/apt,0,4,13,2023-12-24,0.30,1,151,0,
27986363,Beautiful room with terrace in a loft,13365928,1462909528045433541,Maher,Kreis 2,Enge,47.3619,8.52566,Private room,,3,135,2026-06-07,1.42,3,54,19,
28049209,Neat and bright 1-bedroom apartment,9535996,1462816657524244014,Franz,Kreis 9,Albisrieden,47.38139,8.49768,Entire home/apt,,7,20,2025-11-06,0.21,1,0,4,
28061232,"Close to public transportation, convenient (2.)",3592245,1462633323058971547,Fabio,Kreis 6,Unterstrass,47.39961,8.54107,Private room,,2,28,2026-01-28,0.31,4,183,4,
28196760,large and modern apartment in the heart of Zurich!,7968465,1462745829761883742,Mirjam,Kreis 4,Langstrasse,47.37796,8.52176,Entire home/apt,,4,27,2023-07-28,0.28,1,0,0,
28234456,Family Suite 44qm ²  (3.3),13570663,1462586915939629182,Residence Services Apartments,Kreis 8,Seefeld,47.3588,8.55338,Entire home/apt,,2,156,2026-05-25,1.71,55,307,25,
28245449,Private room near Airport,62365066,1466769233326598188,Samir,Kreis 11,Seebach,47.43074,8.54141,Private room,1,1,48,2024-05-27,0.51,1,180,0,
28272792,Doubleroom with Lakeview,94601949,1462858300617449727,Judy,Kreis 7,Fluntern,47.37645,8.56579,Private room,0,1,121,2026-05-19,1.28,6,258,2,
28284155,"1.5 Zimmer WG im Zentrum von Zürich, Stauffacher",9179543,1462807598526332515,Dein,Kreis 4,Langstrasse,47.37375,8.52946,Private room,0,2,3,2019-07-16,0.03,1,263,0,
28426226,Executive 2 BD flat / city center (Hösch 5),23561865,1465274926504678242,Dimiter,Kreis 8,Seefeld,47.35668,8.55389,Entire home/apt,,2,110,2025-05-04,1.20,145,0,0,
